"Id","ActivityDate","TotalMinutesAsleep","TotalMinutesInBed","MinutesToSleep","ActiveMinutes"
1503960366,"2016-04-12","327","346","19",1094
1503960366,"2016-04-13","384","407","23",1033
1503960366,"2016-04-14",NO DATA,NO DATA,No DATA,1440
1503960366,"2016-04-15","412","442","30",998
1503960366,"2016-04-16","340","367","27",1040
1503960366,"2016-04-17","700","712","12",761
1503960366,"2016-04-18",NO DATA,NO DATA,No DATA,1440
1503960366,"2016-04-19","304","320","16",1120
1503960366,"2016-04-20","360","377","17",1063
1503960366,"2016-04-21","325","364","39",1076
1503960366,"2016-04-22",NO DATA,NO DATA,No DATA,1440
1503960366,"2016-04-23","361","384","23",1056
1503960366,"2016-04-24","430","449","19",991
1503960366,"2016-04-25","277","323","46",1117
1503960366,"2016-04-26","245","274","29",1166
1503960366,"2016-04-27",NO DATA,NO DATA,No DATA,1440
1503960366,"2016-04-28","366","393","27",1047
1503960366,"2016-04-29","341","354","13",1086
1503960366,"2016-04-30","404","425","21",1015
1503960366,"2016-05-01","369","396","27",1044
1503960366,"2016-05-02","277","309","32",1131
1503960366,"2016-05-03","273","296","23",1144
1503960366,"2016-05-04",NO DATA,NO DATA,No DATA,1440
1503960366,"2016-05-05","247","264","17",1176
1503960366,"2016-05-06","334","367","33",1073
1503960366,"2016-05-07","331","349","18",1091
1503960366,"2016-05-08","594","611","17",829
1503960366,"2016-05-09","338","342","4",1098
1503960366,"2016-05-10","383","403","20",1037
1503960366,"2016-05-11","285","306","21",979
1503960366,"2016-05-12",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-12",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-13",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-14",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-15",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-16",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-17",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-18",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-19",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-20",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-21",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-22",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-23",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-24",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-25",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-26",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-27",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-28",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-29",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-04-30",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-01",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-02",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-03",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-04",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-05",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-06",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-07",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-08",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-09",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-10",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-11",NO DATA,NO DATA,No DATA,1440
1624580081,"2016-05-12",NO DATA,NO DATA,No DATA,997
1644430081,"2016-04-12",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-13",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-14",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-15",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-16",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-17",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-18",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-19",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-20",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-21",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-22",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-23",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-24",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-25",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-26",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-27",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-28",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-04-29","119","127","8",1313
1644430081,"2016-04-30","124","142","18",1298
1644430081,"2016-05-01",NO DATA,NO DATA,No DATA,1081
1644430081,"2016-05-02","796","961","165",838
1644430081,"2016-05-03",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-05-04",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-05-05",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-05-06",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-05-07",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-05-08","137","154","17",1286
1644430081,"2016-05-09",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-05-10",NO DATA,NO DATA,No DATA,1440
1644430081,"2016-05-11",NO DATA,NO DATA,No DATA,762
1844505072,"2016-04-12",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-13",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-14",NO DATA,NO DATA,No DATA,1216
1844505072,"2016-04-15","644","961","317",703
1844505072,"2016-04-16",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-17",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-18",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-19",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-20",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-21",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-22",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-23",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-24",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-25",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-26",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-27",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-28",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-04-29",NO DATA,NO DATA,No DATA,1329
1844505072,"2016-04-30","722","961","239",402
1844505072,"2016-05-01","590","961","371",667
1844505072,"2016-05-02",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-03",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-04",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-05",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-06",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-07",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-08",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-09",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-10",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-11",NO DATA,NO DATA,No DATA,1440
1844505072,"2016-05-12",NO DATA,NO DATA,No DATA,711
1927972279,"2016-04-12","750","775","25",789
1927972279,"2016-04-13","398","422","24",1018
1927972279,"2016-04-14",NO DATA,NO DATA,No DATA,1389
1927972279,"2016-04-15","475","499","24",992
1927972279,"2016-04-16",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-17",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-18",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-19",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-20",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-21",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-22",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-23",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-24",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-25",NO DATA,NO DATA,No DATA,1315
1927972279,"2016-04-26","296","315","19",1250
1927972279,"2016-04-27",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-28","166","178","12",1262
1927972279,"2016-04-29",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-04-30",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-01",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-02",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-03",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-04",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-05",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-06",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-07",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-08",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-09",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-10",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-11",NO DATA,NO DATA,No DATA,1440
1927972279,"2016-05-12",NO DATA,NO DATA,No DATA,966
2022484408,"2016-04-12",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-13",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-14",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-15",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-16",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-17",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-18",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-19",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-20",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-21",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-22",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-23",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-24",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-25",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-26",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-27",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-28",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-29",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-04-30",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-01",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-02",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-03",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-04",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-05",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-06",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-07",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-08",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-09",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-10",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-11",NO DATA,NO DATA,No DATA,1440
2022484408,"2016-05-12",NO DATA,NO DATA,No DATA,996
2026352035,"2016-04-12","503","546","43",898
2026352035,"2016-04-13","531","565","34",901
2026352035,"2016-04-14","545","568","23",850
2026352035,"2016-04-15","523","573","50",875
2026352035,"2016-04-16","524","567","43",878
2026352035,"2016-04-17","437","498","61",1113
2026352035,"2016-04-18",NO DATA,NO DATA,No DATA,1244
2026352035,"2016-04-19","498","540","42",926
2026352035,"2016-04-20","461","510","49",950
2026352035,"2016-04-21","477","514","37",902
2026352035,"2016-04-22","520","545","25",874
2026352035,"2016-04-23","522","554","32",890
2026352035,"2016-04-24","555","591","36",868
2026352035,"2016-04-25","506","531","25",1081
2026352035,"2016-04-26",NO DATA,NO DATA,No DATA,1306
2026352035,"2016-04-27","508","545","37",872
2026352035,"2016-04-28","513","545","32",957
2026352035,"2016-04-29","490","510","20",844
2026352035,"2016-04-30","573","607","34",827
2026352035,"2016-05-01","527","546","19",907
2026352035,"2016-05-02","511","543","32",1071
2026352035,"2016-05-03",NO DATA,NO DATA,No DATA,1285
2026352035,"2016-05-04","538","560","22",875
2026352035,"2016-05-05","468","485","17",954
2026352035,"2016-05-06","524","548","24",894
2026352035,"2016-05-07","511","521","10",894
2026352035,"2016-05-08","541","568","27",868
2026352035,"2016-05-09","531","556","25",944
2026352035,"2016-05-10","357","380","23",1019
2026352035,"2016-05-11","523","553","30",899
2026352035,"2016-05-12","456","485","29",673
2320127002,"2016-04-12",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-13",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-14",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-15",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-16",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-17",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-18",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-19",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-20",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-21",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-22",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-23","61","69","8",1371
2320127002,"2016-04-24",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-25",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-26",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-27",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-28",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-29",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-04-30",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-01",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-02",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-03",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-04",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-05",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-06",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-07",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-08",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-09",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-10",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-11",NO DATA,NO DATA,No DATA,1440
2320127002,"2016-05-12",NO DATA,NO DATA,No DATA,958
2347167796,"2016-04-12",NO DATA,NO DATA,No DATA,1325
2347167796,"2016-04-13","467","531","64",922
2347167796,"2016-04-14","445","489","44",960
2347167796,"2016-04-15","452","504","52",1029
2347167796,"2016-04-16",NO DATA,NO DATA,No DATA,1374
2347167796,"2016-04-17","556","602","46",765
2347167796,"2016-04-18","500","557","57",911
2347167796,"2016-04-19","465","514","49",1037
2347167796,"2016-04-20",NO DATA,NO DATA,No DATA,1334
2347167796,"2016-04-21","460","484","24",1018
2347167796,"2016-04-22","405","461","56",1023
2347167796,"2016-04-23","374","386","12",1018
2347167796,"2016-04-24","442","459","17",944
2347167796,"2016-04-25","433","471","38",956
2347167796,"2016-04-26","436","490","54",959
2347167796,"2016-04-27","448","499","51",953
2347167796,"2016-04-28","408","450","42",993
2347167796,"2016-04-29","411","473","62",6
2873212765,"2016-04-12",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-13",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-14",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-15",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-16",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-17",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-18",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-19",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-20",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-21",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-22",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-23",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-24",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-25",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-26",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-27",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-28",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-29",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-04-30",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-01",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-02",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-03",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-04",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-05",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-06",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-07",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-08",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-09",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-10",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-11",NO DATA,NO DATA,No DATA,1440
2873212765,"2016-05-12",NO DATA,NO DATA,No DATA,988
3372868164,"2016-04-12",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-13",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-14",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-15",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-16",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-17",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-18",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-19",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-20",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-21",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-22",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-23",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-24",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-25",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-26",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-27",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-28",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-29",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-04-30",NO DATA,NO DATA,No DATA,1440
3372868164,"2016-05-01",NO DATA,NO DATA,No DATA,1014
3977333714,"2016-04-12","274","469","195",971
3977333714,"2016-04-13","295","456","161",984
3977333714,"2016-04-14","291","397","106",1043
3977333714,"2016-04-15","424","556","132",884
3977333714,"2016-04-16","283","510","227",930
3977333714,"2016-04-17","381","566","185",874
3977333714,"2016-04-18","412","522","110",918
3977333714,"2016-04-19","219","395","176",1045
3977333714,"2016-04-20","152","305","153",1109
3977333714,"2016-04-21","332","512","180",954
3977333714,"2016-04-22","355","476","121",964
3977333714,"2016-04-23","235","372","137",1068
3977333714,"2016-04-24","310","526","216",914
3977333714,"2016-04-25","262","467","205",973
3977333714,"2016-04-26","250","371","121",1069
3977333714,"2016-04-27","349","540","191",900
3977333714,"2016-04-28","261","423","162",1017
3977333714,"2016-04-29","333","478","145",962
3977333714,"2016-04-30","237","382","145",976
3977333714,"2016-05-01","383","626","243",896
3977333714,"2016-05-02","230","384","154",1056
3977333714,"2016-05-03","292","500","208",940
3977333714,"2016-05-04","213","336","123",1104
3977333714,"2016-05-05","318","480","162",960
3977333714,"2016-05-06","323","512","189",928
3977333714,"2016-05-07","237","443","206",997
3977333714,"2016-05-08","259","456","197",984
3977333714,"2016-05-09",NO DATA,NO DATA,No DATA,1440
3977333714,"2016-05-10","312","452","140",988
3977333714,"2016-05-11",NO DATA,NO DATA,No DATA,26
4020332650,"2016-04-12","501","541","40",1062
4020332650,"2016-04-13",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-14",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-15",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-16","77","77","0",1363
4020332650,"2016-04-17",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-18",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-19",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-20",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-21",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-22",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-23",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-24",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-25",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-26",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-27",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-28",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-29",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-04-30",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-05-01",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-05-02",NO DATA,NO DATA,No DATA,1392
4020332650,"2016-05-03","322","332","10",1124
4020332650,"2016-05-04","478","536","58",936
4020332650,"2016-05-05","226","248","22",1192
4020332650,"2016-05-06","385","408","23",1032
4020332650,"2016-05-07",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-05-08","364","402","38",1038
4020332650,"2016-05-09",NO DATA,NO DATA,No DATA,1406
4020332650,"2016-05-10","442","494","52",980
4020332650,"2016-05-11",NO DATA,NO DATA,No DATA,1440
4020332650,"2016-05-12",NO DATA,NO DATA,No DATA,742
4057192912,"2016-04-12",NO DATA,NO DATA,No DATA,1440
4057192912,"2016-04-13",NO DATA,NO DATA,No DATA,1440
4057192912,"2016-04-14",NO DATA,NO DATA,No DATA,1440
4057192912,"2016-04-15",NO DATA,NO DATA,No DATA,970
4319703577,"2016-04-12",NO DATA,NO DATA,No DATA,1440
4319703577,"2016-04-13",NO DATA,NO DATA,No DATA,1353
4319703577,"2016-04-14","535","557","22",938
4319703577,"2016-04-15","465","491","26",980
4319703577,"2016-04-16","506","522","16",918
4319703577,"2016-04-17",NO DATA,NO DATA,No DATA,1366
4319703577,"2016-04-18","515","551","36",892
4319703577,"2016-04-19","461","498","37",915
4319703577,"2016-04-20","523","543","20",995
4319703577,"2016-04-21","59","65","6",1299
4319703577,"2016-04-22","533","550","17",905
4319703577,"2016-04-23","692","722","30",779
4319703577,"2016-04-24","467","501","34",889
4319703577,"2016-04-25","488","506","18",942
4319703577,"2016-04-26","505","516","11",966
4319703577,"2016-04-27","286","307","21",1033
4319703577,"2016-04-28","497","522","25",932
4319703577,"2016-04-29","523","546","23",937
4319703577,"2016-04-30","490","516","26",935
4319703577,"2016-05-01","484","500","16",903
4319703577,"2016-05-02","478","506","28",940
4319703577,"2016-05-03","474","512","38",990
4319703577,"2016-05-04",NO DATA,NO DATA,No DATA,1440
4319703577,"2016-05-05",NO DATA,NO DATA,No DATA,1346
4319703577,"2016-05-06","450","491","41",1023
4319703577,"2016-05-07","507","530","23",896
4319703577,"2016-05-08","602","638","36",756
4319703577,"2016-05-09","535","565","30",880
4319703577,"2016-05-10","487","517","30",899
4319703577,"2016-05-11","529","558","29",906
4319703577,"2016-05-12","302","321","19",2
4388161847,"2016-04-12",NO DATA,NO DATA,No DATA,1440
4388161847,"2016-04-13",NO DATA,NO DATA,No DATA,1440
4388161847,"2016-04-14",NO DATA,NO DATA,No DATA,1209
4388161847,"2016-04-15","499","526","27",1136
4388161847,"2016-04-16","426","448","22",877
4388161847,"2016-04-17","619","641","22",922
4388161847,"2016-04-18","99","104","5",1291
4388161847,"2016-04-19","329","338","9",989
4388161847,"2016-04-20","421","451","30",985
4388161847,"2016-04-21","442","458","16",1144
4388161847,"2016-04-22","82","85","3",1267
4388161847,"2016-04-23","478","501","23",1027
4388161847,"2016-04-24","552","595","43",845
4388161847,"2016-04-25",NO DATA,NO DATA,No DATA,1397
4388161847,"2016-04-26","319","346","27",934
4388161847,"2016-04-27","439","500","61",984
4388161847,"2016-04-28","428","458","30",1140
4388161847,"2016-04-29",NO DATA,NO DATA,No DATA,1440
4388161847,"2016-04-30","409","430","21",894
4388161847,"2016-05-01","547","597","50",847
4388161847,"2016-05-02","368","376","8",1176
4388161847,"2016-05-03",NO DATA,NO DATA,No DATA,1326
4388161847,"2016-05-04","390","414","24",939
4388161847,"2016-05-05","471","495","24",1146
4388161847,"2016-05-05","471","495","24",1146
4388161847,"2016-05-06",NO DATA,NO DATA,No DATA,1440
4388161847,"2016-05-07","472","496","24",944
4388161847,"2016-05-08","529","541","12",899
4388161847,"2016-05-09","62","65","3",1303
4388161847,"2016-05-10","354","375","21",942
4388161847,"2016-05-11","469","494","25",1140
4388161847,"2016-05-12",NO DATA,NO DATA,No DATA,933
4445114986,"2016-04-12","429","457","28",983
4445114986,"2016-04-13","370","406","36",1034
4445114986,"2016-04-14","441","492","51",948
4445114986,"2016-04-15","337","379","42",1061
4445114986,"2016-04-16","462","499","37",941
4445114986,"2016-04-17","98","107","9",1333
4445114986,"2016-04-18",NO DATA,NO DATA,No DATA,1440
4445114986,"2016-04-19","388","424","36",1016
4445114986,"2016-04-20","439","462","23",978
4445114986,"2016-04-21","436","469","33",971
4445114986,"2016-04-22","388","417","29",1023
4445114986,"2016-04-23",NO DATA,NO DATA,No DATA,1440
4445114986,"2016-04-24",NO DATA,NO DATA,No DATA,1440
4445114986,"2016-04-25","328","345","17",1095
4445114986,"2016-04-26","353","391","38",1049
4445114986,"2016-04-27","332","374","42",1066
4445114986,"2016-04-28","419","442","23",998
4445114986,"2016-04-29","106","108","2",1332
4445114986,"2016-04-30","322","353","31",1087
4445114986,"2016-05-01","439","459","20",981
4445114986,"2016-05-02","502","542","40",898
4445114986,"2016-05-03","417","450","33",990
4445114986,"2016-05-04","337","363","26",1077
